QueryText,Sector
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
INFORMATION REGARDING OF CONTROL OF LEAF FOLDER ?,AGRICULTURE
INFORMATION REGARDING OF CONTROL OF LEAF FOLDER ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
information regarding weather FORECASTS ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding weather conditions ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
information regarding weather FORECASTS ?,AGRICULTURE
INFORMATION RGEARDING FOR THE CONTROL OF GRASSHOPPER IN PADDY CROP?,AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTING ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding weather conditions ?,AGRICULTURE
information regarding rice blast disease ?,AGRICULTURE
"Information regarding weather forecasting?

??? ?????? ???? ? ??????? ????? ?? ???? ?? ?? ??????? ?? ??",AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION TO WEATHER ?,AGRICULTURE
"Information regarding Contact No. of PAU, Ludhiana?",AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding weather FORECASTS ?,AGRICULTURE
IInformation regarding weather condition today,AGRICULTURE
information regarding weather?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding weather?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTING?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING THE CONDITION OF WEATHER?,AGRICULTURE
INFORMATION REGARDING CONTROL DROPPING OF FRUIT AND LEAF ?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
information regarding weather FORECASTS ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTING?,AGRICULTURE
information regarding weather forecasts ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING THE CONDITION OF WEATHER?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTING?,AGRICULTURE
information regarding weather FORECASTS ?,AGRICULTURE
information regarding weather forecasts ?,AGRICULTURE
information regarding weather,AGRICULTURE
INFORMATION REGARDING CONTROL OF SHEATH BLIGHT?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING TO WEATHER CONDITION?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
information regarding weather?,AGRICULTURE
information regarding sheath blight in paddy ?,AGRICULTURE
information regarding weather?,AGRICULTURE
information regarding weather?,AGRICULTURE
information regarding control of flower droping in brinjal ?,AGRICULTURE
information regarding control of root shoot borer in brinjal ?,AGRICULTURE
information regarding control of stem borer and leaf folder in paddy ?,AGRICULTURE
information regarding weather?,AGRICULTURE
INFORMATION TO WEATHER ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION RGEARDING FOR THE CONTROL OF GRASSHOPPER IN PADDY CROP?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE
information regarding weather?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
"kisan mela at  PAU, Ludhiana?",AGRICULTURE
"information regarding weather FORECASTS ?
y.",AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTING ?,AGRICULTURE
information regarding weather FORECASTS ?,AGRICULTURE
NFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING TO WEATHER ?,AGRICULTURE
information regarding weather ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
"Information regarding Contact No. of PAU, Ludhiana?",AGRICULTURE
INFORMATION REGARDING TO WEATHER ?,AGRICULTURE
information regarding weather FORECASTS ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING WEATHER?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
information regarding weather FORECASTS ?,AGRICULTURE
INFORMATION REGARDING TO WEATHER ?,AGRICULTURE
information regarding for control of brown leaf spot in paddy ?,AGRICULTURE
information regarding for control of brown leaf spot in paddy ?,AGRICULTURE
"Information regarding weather forecasting?
\",AGRICULTURE
information regarding weather ?,AGRICULTURE
information regarding weather conditions ?,AGRICULTURE
INFORMATION REGARDING WEATHER?,AGRICULTURE
information regarding weather conditions ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF BROWN LEAF SPOT DISEASE ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF BROWN LEAF SPOT DISEASE ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF BROWN LEAF SPOT DISEASE ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF BROWN LEAF SPOT DISEASE ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE
"Information regarding weather forecasting?
Mostly cloudy and chances of light rainfall and thunderstorm.",AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
information regarding weather?,AGRICULTURE
information regarding weather FORECASTS ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
information regarding weather conditions ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING WEATHER?,AGRICULTURE
information regarding weather conditions ?,AGRICULTURE
information regarding weather?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING THE CONDITION OF WEATHER?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING THE CONDITION OF WEATHER?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
information regarding weather conditions ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
information regarding weather conditions ?,AGRICULTURE
information regarding weather conditions ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTING ?,AGRICULTURE
INFORMATION REGARDING OF WEATHER TODAY ?,AGRICULTURE
INFORMATION REGARDING THE WEATHER FORECAST ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTING ?,AGRICULTURE
INFORMATION REGARDING THE WEATHER FORECAST ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTING?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTING?,AGRICULTURE
INFORMATION REGARDING WEATHER FORESTS ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTING?,AGRICULTURE
information regarding control of stem borer and leaf folder in paddy ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTING?,AGRICULTURE
"Information regarding Contact No. of PAU, Ludhiana?",AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE
INFORMATION REGARDING KINNOW FRUIT DROP?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTING?,AGRICULTURE
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE
Information regarding to weather forcasting,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
INFORMATION RGEARDING FOR THE CONTROL OF GRASSHOPPER IN PADDY CROP?,AGRICULTURE
information regarding weather?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTING?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding stem borer or leaf folder in paddy ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTING ?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) ?,AGRICULTURE
information regarding weather conditions ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding improved varieties of toria ?,AGRICULTURE
information regarding control of stem borer and leaf folder in paddy ?,AGRICULTURE
contact no of kvk amritssar ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
"9988329359
INFORMATION REGARDING OF WEATHER?",AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) ?,AGRICULTURE
information regarding  green hopper in rice ?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTING ?,AGRICULTURE
NFORMATION REGARDING CONTROL DROPPING OF FRUIT AND LEAF ?,AGRICULTURE
information regarding weather conditions ?,AGRICULTURE
information regarding weather conditions ?,AGRICULTURE
CONTACT NO OF KRISHI VIGYAN KENDRA OF TARNTARAN ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTING?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTING?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
information regarding sheath blight in paddy ?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
INFORMATION REGARDING WEATHER CONDITION?,AGRICULTURE
information regarding weather FORECASTS ?,AGRICULTURE
information regarding sheath blight in paddy ?,AGRICULTURE
information regarding sheath blight in paddy ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
INFORMATION REGARDING WEATHER ?,AGRICULTURE
INFORMATION REGARDING WEATHER ?,AGRICULTURE
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN PADDY ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTING?,AGRICULTURE
"Information regarding Contact No. Of GADVASU, Ludhiana?",AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN PADDY ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTING?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTING?,AGRICULTURE
INFORMATION REGARDING WEATHER?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTING?,AGRICULTURE
INFORMATION REGARDING WEATHER CONDITION?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding stem borer or leaf folder in paddy ?,AGRICULTURE
information regarding sheath blight in paddy ?,AGRICULTURE
information regarding weather FORECASTS ?,AGRICULTURE
INFORMATION REGARDING WEATHER?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING WEATHER?,AGRICULTURE
NFORMATION USE SPRY TO N.P.K IN CROP ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTING ?,AGRICULTURE
INFORMATION REGARDING OF CONTROL OF LEAF FOLDER ?,AGRICULTURE
INFORMATION REGARDING WEATHER?,AGRICULTURE
information regarding weather FORECASTS ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING CONTROL YELLOW RUST IN RICE CROPS ?,AGRICULTURE
information in rice    ?,AGRICULTURE
INFORMATION REGARDING WEATHER?,AGRICULTURE
INFORMATION REGARDING THE WEATHER FORECAST ?,AGRICULTURE
INFORMATION REGARDING THE WEATHER FORECAST ?,AGRICULTURE
INFORMATION REGARDING THE WEATHER FORECAST ?,AGRICULTURE
INFORMATION REGARDING WEATHER?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING CONTROL YELLOW RUST IN RICE CROPS ?,AGRICULTURE
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
asking about stem borer in paddy ...?,AGRICULTURE
Information regarding how to control Iron Deficiency in Paddy nursery?,AGRICULTURE
INFORMATION REGARDING WEATHER?,AGRICULTURE
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
information regarding weather?,AGRICULTURE
information regarding weather?,AGRICULTURE
information regarding weather?,AGRICULTURE
information regarding weather?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding stem borer or leaf folder in paddy ?,AGRICULTURE
information regarding stem borer or leaf folder in paddy ?,AGRICULTURE
Information regarding how to control weeds in transplanted  paddy nursery?,AGRICULTURE
information regarding weather?,AGRICULTURE
INFORMATION REGARDING WEATHER?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING WEATHER?,AGRICULTURE
INFORMATION REGARDING WEATHER?,AGRICULTURE
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTING?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
information regarding weather FORECASTS ?,AGRICULTURE
information regarding weather FORECASTS ?,AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE
information regarding weather FORECASTS ?,AGRICULTURE
"kisan mela at  PAU, Ludhiana?",AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
information regarding weather FORECASTS ?,AGRICULTURE
information regarding sheath blight in paddy ?,AGRICULTURE
information regarding stem borer or leaf folder in paddy ?,AGRICULTURE
information regarding weather?,AGRICULTURE
information regarding stem borer or leaf folder in paddy ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding weather FORECASTS ?,AGRICULTURE
information regarding weather FORECASTS ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
information regarding weather forecasts ?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
information regarding weather FORECASTS ?,AGRICULTURE
INFORMATION REGARDING TO WEATHER FORCASTING,AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
INFORMATION REGARDING WEATHER CONDITIONS ?,AGRICULTURE
"INFORMATION REGARDING WEATHER?
 WEATHER IS CLOUDY AND CHANCES OF LIGHT RAINFALL.",AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING CONTROL YELLOW RUST IN RICE CROPS ?,AGRICULTURE
INFORMATION REGARDING CONTROL YELLOW RUST IN RICE CROPS ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING WEATHER CONDITIONS ?,AGRICULTURE
INFORMATION REGARDING WEATHER CONDITIONS ?,AGRICULTURE
information regarding weather FORECASTS ?,AGRICULTURE
INFORMATION REGARDING WEATHER?,AGRICULTURE
information regarding weather,AGRICULTURE
information regarding weather,AGRICULTURE
information regarding weather condition ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING TO WEATHER ?,AGRICULTURE
nformation regarding to control stem borer in paddy ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
nformation regarding to control stem borer in paddy ?,AGRICULTURE
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS?,AGRICULTURE
INFORMATION REGARDING WEATHER ?,AGRICULTURE
INFORMATION REGARDING WEATHER ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF BROWN LEAF SPOT DISEASE ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE
